alpha;r2;rmse;norma_beta
0.0;0.0687328194976341;3.0652635145141205;8.885011620373011e+28
0.01;0.07208685904527112;3.059738629193063;108.65485023057465
0.05;0.07209669361055715;3.059722414701797;104.67684848310908
0.1;0.07210815864614961;3.0597035119052953;100.36717530224473
1.0;0.07223616627495644;3.059492453416057;63.771250548444655
10.0;0.07244978580402373;3.0591402059264685;15.95600551248602
50.0;0.07245399531796448;3.0591332642494806;5.811271083099052
100.0;0.07239149216989538;3.0592363331201367;4.384933980352858
